old_spec	old_req_name	disposition	target_path	new_req_name	merge_group	rewrite_flags	confidence	rationale
identity-management	Manage Zitadel Organization	OUT:runbook					high	No user actor observes Zitadel org topology; Pulumi zitadel.Org IaC provisioning (admin/liverty-music orgs)
identity-management	Manage Zitadel Project	OUT:runbook					high	No user actor; Pulumi zitadel.Project resource provisioning
identity-management	Manage OIDC Application	OUT:runbook					high	No user actor; Pulumi ApplicationOidc provisioning — client_id delivery to the SPA is covered by the frontend-runtime-config capability
identity-management	Configure Login Policy	NEEDS_HUMAN					low	Fan observes passwordless enforcement on the hosted Login UI, but no vocabulary route/component covers the Zitadel-hosted login screen
identity-management	Configure Admin Org Login Policy	OUT:runbook					high	Admin-only zitadel.LoginPolicy IaC configuration on the admin org; no frontend surface
identity-management	Provision Google IdP for Admin Sign-in	OUT:runbook					high	Pulumi zitadel.IdpGoogle instance-level provisioning; operator sign-in plumbing, ops-only
identity-management	Provision Human Admin User in Admin Role Org	OUT:runbook					high	Pulumi HumanUser provisioning for the admin org; no product actor observes this
identity-management	Grant IAM_OWNER to Human Admin User	OUT:runbook					high	Pulumi InstanceMember role grant; ops-only IAM plumbing
identity-management	Pre-link Google Identity to Human Admin via IaC	OUT:runbook					high	ZitadelUserIdpLink IaC resource; ops-only sign-in resolution plumbing
identity-management	Provision Admin Google Sub via ESC	OUT:runbook					high	Pulumi ESC secret plumbing for the admin's Google sub; no product actor
identity-management	Place Machine Users by Responsibility	OUT:runbook					high	Machine-user org placement (pulumi-admin, login-client, backend-app); no product actor
identity-management	Retain Break-glass Machine User	OUT:runbook					high	pulumi-admin break-glass credential in GCP Secret Manager; ops-only
identity-management	Maintain Google OAuth Client in Dev Infrastructure	OUT:runbook					high	Manual GCP Console OAuth client + Pulumi ESC storage; ops-only, dev environment
identity-management	Inject Email Claim into Access Tokens via Actions v2	OUT:runbook					high	Backend /pre-access-token webhook + Zitadel Actions v2 wiring; no directly observed UX
identity-management	Provision Actions v2 Target and Execution Resources	OUT:runbook					high	Pulumi Dynamic Resource for Zitadel Actions v2 Target/ExecutionFunction; ops-only
identity-management	Dedicated Service User for Login V2 UI	OUT:runbook					high	zitadel-login Pod service-user PAT plumbing (SSR auth to Zitadel API); ops-only
identity-management	SMTP Configuration Must Be Activated After Creation	KEEP	components/infrastructure/email/smtp-activation	SMTP Configuration Must Be Activated After Creation			medium	Fan-observable: an inactive SMTP config silently drops verification/password-reset emails; \"email\" kind matches vocabulary
identity-management	Provision Password-Based E2E Test User in Dev Zitadel	OUT:runbook					high	Dev-only Pulumi test-user provisioning for headless E2E automation; no product actor
identity-management	E2E Test User Password Marked Permanent	OUT:runbook					high	Dev-only Pulumi Dynamic Resource marking a test credential permanent; no product actor
identity-management	Maintain Google OAuth Client in Prod Infrastructure	OUT:runbook					high	Manual GCP Console OAuth client + Pulumi ESC storage; ops-only, prod environment
identity-management	Configure Login UI Branding	NEEDS_HUMAN					low	Fan observes brand colors on the hosted Login UI v2, but no vocabulary route/component or infra kind covers Zitadel-hosted branding
identity-management	Localize Login UI Text for the Product	KEEP	components/infrastructure/locale/hosted-login-translation	Localize Login UI Text for the Product			medium	Fan observes Japanese/English login text on the hosted Login UI v2; \"locale\" kind matches vocabulary
identity-management	Configure OIDC Token Lifetimes	NEEDS_HUMAN					low	Fan-observable session/expiry behavior (30m access, 90d refresh), but no vocabulary route/component covers Zitadel-hosted session lifetime
app-error-log-alerting	Error log detection per workload	OUT:runbook					high	Cloud Monitoring Log-Based Alert Policy per workload; on-call engineer is the actor, not a product user
app-error-log-alerting	Discovery CronJob failure observability	OUT:runbook					high	CronJob handled-failure alerting coverage; ops-only, no product user
app-error-log-alerting	Atlas Operator migration failure detection	OUT:runbook					high	Atlas Operator migration-failure Alert Policy; ops-only
app-error-log-alerting	Atlas migration alert uses same notification and rate limiting as backend alerts	OUT:runbook					high	Shared alert-policy configuration reuse; ops-only
app-error-log-alerting	Notification via Slack	OUT:runbook					high	Slack notification channel for on-call incidents; ops-only
app-error-log-alerting	Notification via Google Chat	OUT:runbook					high	Google Chat notification channel for on-call incidents; ops-only
app-error-log-alerting	Notification rate limiting	OUT:runbook					high	notificationRateLimit on Alert Policies; ops-only
app-error-log-alerting	Incident auto-close	OUT:runbook					high	Cloud Monitoring Incident autoClose lifecycle; ops-only
app-error-log-alerting	Error context in alert labels	OUT:runbook					high	labelExtractors on alert notifications; ops-only
app-error-log-alerting	Error Reporting API enabled	OUT:runbook					high	clouderrorreporting.googleapis.com API enablement; ops-only
app-error-log-alerting	Infrastructure as Code	OUT:runbook					high	Pulumi monitoring.ts resource management statement; ops-only
app-error-log-alerting	Gemini client-cancelled errors classified as client error	OUT:lint					high	Error-classification convention in the Gemini infra layer's error handling interceptor; no user actor
app-error-log-alerting	Infrastructure layer preserves original error types	OUT:lint					high	rdb.toAppErr error-wrapping/errors.Is convention in the database infra layer; no user actor
app-error-log-alerting	Standard slog output uses structured JSON format	OUT:runbook					high	slog.SetDefault JSON formatting to avoid GKE log-severity misclassification; ops-only
bottom-sheet-ce	Bottom Sheet Custom Element	KEEP	components/infrastructure/ui/global/bottom-sheet	Bottom Sheet Custom Element			high	Matches the vocabulary global CE bottom-sheet, the single dialog primitive used across routes
lottery-application	Configure a lottery sales phase	KEEP	components/usecase/lottery-application/configure-lottery-phase	Configure a lottery sales phase			high	Matches LotteryUseCase.ConfigureLotteryPhase; organizer-initiated operation on a published event
lottery-application	Organizer console entry point to lottery configuration	KEEP	components/infrastructure/ui/route/lottery-application	Organizer console entry point to lottery configuration			high	Organizer-facing navigation entry point within the lottery-application route
lottery-application	Apply to a lottery phase	KEEP	components/usecase/lottery-application/apply	Apply to a lottery phase			high	Matches LotteryUseCase.Apply; fan-initiated operation with Stripe manual-capture hold
lottery-application	One application per account per phase	KEEP	components/usecase/lottery-application/apply	One application per account per phase			medium	SPLIT-CANDIDATE: anti-scalp invariant enforced at LotteryUseCase.Apply; the withdraw portion belongs to LotteryUseCase.WithdrawApplication
lottery-application	Automatic draw against fixed capacity	KEEP	components/usecase/lottery-application/run-draw	Automatic draw against fixed capacity	LOTTERY-DRAW		high	Matches LotteryUseCase.RunDraw, the scheduled draw-against-capacity operation
lottery-application	Capture winners and release losers at the draw	KEEP	components/usecase/lottery-application/run-draw	Capture winners and release losers at the draw	LOTTERY-DRAW		high	Same LotteryUseCase.RunDraw operation as the capacity-draw requirement (capture/release side effects)
lottery-application	Application results	KEEP	components/usecase/lottery-application/get-result	Application results			high	Matches LotteryUseCase.GetResult
lottery-application	Persisted loser waitlist for resale	KEEP	components/usecase/lottery-application/run-draw	Persisted loser waitlist for resale			medium	Result-of-call from LotteryUseCase.RunDraw, persisted for downstream official-resale consumption
lottery-application	本人確認 binding carried to issuance	KEEP	components/entity/lottery-application	本人確認 binding carried to issuance			medium	Invariant that identity binding always travels with the TicketApplication entity (entity tie-break: always true)
cube-css-token-enforcement	`cube/require-token-variables` enforces `var()` for design token properties	OUT:lint					high	stylelint custom rule definition; no user actor
cube-css-token-enforcement	`calc()` expressions must contain at least one `var()`	OUT:lint					high	stylelint custom rule definition; no user actor
cube-css-token-enforcement	Structural values bypass token enforcement	OUT:lint					high	stylelint rule exemption list (0, auto, none, keywords); no user actor
cube-css-token-enforcement	Token definition layers are excluded	OUT:lint					high	stylelint rule layer-exclusion config (reset/tokens/global); no user actor
cube-css-token-enforcement	Duration and easing properties are token-enforced	OUT:lint					high	stylelint rule property-list config; no user actor
cube-css-token-enforcement	Configurable property list	OUT:lint					high	stylelint rule options schema; no user actor
secret-management	GCP Secret Manager provisioning	OUT:runbook					high	Pulumi GCP Secret Manager secret provisioning; no user actor
secret-management	IAM access control for secrets	OUT:runbook					high	backend-app service-account secretAccessor IAM binding; no user actor
secret-management	External Secrets Operator deployment	OUT:runbook					high	ESO cluster component via ArgoCD; no user actor
secret-management	ClusterSecretStore configuration	OUT:runbook					high	ClusterSecretStore resource wiring GCP Secret Manager; no user actor
secret-management	ExternalSecret for backend secrets	OUT:runbook					high	ExternalSecret resource mapping to K8s Secret; no user actor
secret-management	Backend Deployment secret consumption	OUT:runbook					high	envFrom secretRef wiring on the backend Deployment; no user actor
secret-management	Postmark Server API Token in Pulumi ESC	OUT:runbook					high	Pulumi ESC secret storage for the Postmark SMTP token; no user actor
secret-management	Secret rotation propagation	OUT:runbook					high	Reloader-driven rolling restart on secret rotation; no user actor
argocd-image-automation	Image Updater monitors container registry	OUT:delete					high	ArgoCD Image Updater GAR polling mechanics; CI/deploy plumbing with no lasting product value
argocd-image-automation	In-cluster parameter override for dev	OUT:delete					high	ArgoCD Application parameter-override mechanics for dev; CI/deploy plumbing
