old_spec	old_req_name	disposition	target_path	new_req_name	merge_group	rewrite_flags	confidence	rationale
modern-css-platform	Container Queries for component-level responsive design	OUT:design-doc					high	CSS platform API choice (Container Queries vs media queries), enforced by stylelint; no distinct user-facing contract
modern-css-platform	View Transitions API for route animations	OUT:design-doc					high	mandates a specific browser API for route transitions; enforcement is implementation-level, not a product behavior contract
modern-css-platform	CSS `:has()` selector for state-based styling	OUT:design-doc					high	CSS selector technology choice replacing JS class toggling; no user actor
modern-css-platform	CSS Logical Properties	OUT:design-doc					high	CSS authoring convention enforced by stylelint property-disallowed-list; no user actor
modern-css-platform	CSS `@layer` for cascade management	OUT:design-doc				CLASSNAME	high	CSS cascade architecture decision (CUBE layering) in src/styles/main.css; no user actor
modern-css-platform	CSS `@scope` for component isolation	OUT:design-doc				CLASSNAME	high	CSS scoping technology decision per component file (e.g. event-card.css); no user actor
modern-css-platform	No viewport media queries for component responsiveness	OUT:design-doc					high	restates Container Query mandate as a stylelint-enforced authoring rule; no user actor
modern-css-platform	OKLCH color enforcement	OUT:design-doc					high	color-function technology choice enforced by stylelint; no user actor
modern-css-platform	Anchored Container Query for position-dependent child styling	OUT:design-doc					high	CSS anchor-positioning technique replacing JS position detection; no user actor
modern-css-platform	CSS `@starting-style` for entry animations on dynamic elements	OUT:design-doc					high	animation implementation technique (CSS vs requestAnimationFrame); no user actor
modern-css-platform	`transitionend` event for post-animation DOM cleanup	OUT:design-doc					high	event-driven cleanup implementation technique replacing setTimeout; no user actor
modern-css-platform	`overscroll-behavior: contain` for scroll isolation	OUT:design-doc					high	CSS property mandate for scroll containment; no user actor
modern-css-platform	`scrollIntoView` + `scrollend` for scroll-then-act patterns	OUT:design-doc					high	DOM API choice for scroll-then-act sequencing; no user actor
modern-css-platform	`data-state` attribute for CSS animation state	OUT:design-doc					high	state-attribute authoring convention replacing classList; no user actor
modern-css-platform	Total `style` attribute ban in templates	OUT:design-doc					high	template authoring/lint rule banning inline style attributes; grep-enforced by make check
modern-css-platform	`color-mix()` for dynamic alpha	OUT:design-doc					high	CSS function choice for alpha derivation; no user actor
modern-css-platform	`translate` shorthand for transforms	OUT:design-doc					high	CSS property choice (translate vs transform); no user actor
modern-css-platform	No setTimeout for CSS animation timing	OUT:design-doc					high	coding convention banning setTimeout for animation timing; no user actor
modern-css-platform	CSS scroll snap for bottom sheet dismiss gestures	OUT:design-doc					high	gesture-handling implementation technique (CSS scroll-snap vs JS touch handlers); no user actor
modern-css-platform	No JS-to-CSS variable bridge custom attributes	OUT:design-doc					high	coding convention removing a class of custom attributes; no user actor
modern-css-platform	Scroll-driven Animations for scroll-linked effects	OUT:design-doc					high	animation implementation technique (CSS scroll-timeline vs JS scroll listeners); no user actor
state-management	OnboardingService as singleton state owner	OUT:design-doc				CLASSNAME	high	internal Aurelia DI/@observable implementation of OnboardingService; no distinct product contract
state-management	GuestService as singleton state owner	OUT:design-doc				CLASSNAME	high	internal Aurelia DI/@observable implementation of GuestService storage; no distinct product contract
state-management	GuestFollow type in entities	OUT:design-doc				CLASSNAME	medium	local TS interface declaration for guest-mode data; implementation detail, no user actor
state-management	Service-level persistence via propertyChanged	OUT:design-doc				CLASSNAME	high	localStorage persistence wiring (propertyChanged callbacks, key names) is implementation detail
state-management	Service hydration from localStorage	OUT:design-doc				CLASSNAME	high	field-initializer hydration ordering is implementation detail; no user actor
state-management	Simplified guest-storage POJO-only serialization	OUT:design-doc				CLASSNAME	high	serialization format for adapter/storage/guest-storage.ts is implementation detail
state-management	OnboardingStep string values	OUT:design-doc				CLASSNAME	high	internal enum/const shape for OnboardingStep; no user actor
state-management	FollowServiceClient as follow state SSoT	KEEP	components/usecase/follow/follow	Follow an artist		CLASSNAME	medium	FollowServiceClient.follow() mirrors FollowUseCase.Follow with optimistic update/rollback the user experiences; SPLIT-CANDIDATE (derived followedIds/followedCount getters are implementation detail)
state-management	ConcertServiceClient concert search and tracking	KEEP	components/usecase/concert/search-new-concerts	Search and track new concerts for followed artists		CLASSNAME	medium	ConcertServiceClient.searchAndTrack wraps ConcertUseCase.SearchNewConcerts polling to completion, a user-observed result; SPLIT-CANDIDATE (polling interval/timeout mechanics are implementation detail)
state-management	Single DI access path	OUT:lint				CLASSNAME	high	grep-verifiable prohibition on resolveStore()/IStore usage; code convention, no user actor
live-events	Concert Schedue Data Model	KEEP	components/entity/concert	Concert schedule data model		HISTORIC	medium	requirement bundles Artist/Venue/Concert/Event field definitions and a dashboard ticket-journey badge UI scenario; Concert is the named/central entity. SPLIT-CANDIDATE: Artist/Venue/Event field definitions belong to their own entities, and the badge scenarios belong to a dashboard route/global UI surface. Contains HISTORIC note (Event SHALL NOT include merkle_root, removed with blockchain ticket system)
live-events	Artist Management	KEEP	components/usecase/artist/create	Create an artist			medium	CreateArtist/ListArtists map to ArtistUseCase.Create/List; SPLIT-CANDIDATE (ListArtists->artist/list, Add/Remove Media have no matching vocab usecase)
live-events	Live Schedule Access	KEEP	components/usecase/concert/list-by-follower-grouped	List concerts grouped by date for followed artists			medium	3 of 4 scenarios describe ConcertUseCase.ListByFollowerGrouped's grouping/lane/date behavior; SPLIT-CANDIDATE (List Concerts scenario maps to concert/list-by-artist)
live-events	Proto Value Object Consistency	OUT:design-doc					high	proto wrapper-message typing convention for internal data representation; no user actor
live-events	Venue Embedding in Concert and Event	KEEP	components/entity/concert	Concert carries an embedded venue			medium	RPC responses embed resolved Venue on Concert (and Event); SPLIT-CANDIDATE (Event entity)
live-events	Go Entity Field Name Alignment	OUT:design-doc					high	internal Go struct field rename (LocalEventDate->LocalDate); no user actor
live-events	Dashboard Lane Classification	KEEP	components/usecase/concert/list-by-follower-grouped	Classify concerts into home/nearby/away lanes			high	backend classification rule within ConcertUseCase.ListByFollowerGrouped, replacing frontend-only classification
live-events	ISO 3166-2 Display Conversion	KEEP	components/infrastructure/locale/admin-area-names	Display localized admin-area names			medium	frontend locale-dependent conversion of admin_area codes to display names; proposed infra/locale kind, name not yet in vocabulary
live-events	Live Event Availability Check	KEEP	components/usecase/concert/list-by-artist	Check whether an artist has upcoming live events			medium	checkLiveEvents wraps ConcertService/List (by artist ID) and returns a boolean derived from it
frontend-hosting	Container image build pipeline	OUT:runbook					high	CI image build/tag/push mechanics; no user actor
frontend-hosting	Kubernetes deployment configuration	OUT:runbook					high	Deployment/Service manifest sizing and topology; no user actor
frontend-hosting	Static asset serving with caching	OUT:runbook					medium	Caddy server cache-header behavior; infra config with no product-facing variability
frontend-hosting	SPA client-side routing support	OUT:design-doc					medium	Caddy try_files fallback mechanism enabling client routing; webserver infra decision, not a specific route/component contract
frontend-hosting	HTTPS ingress via Gateway API	OUT:runbook					high	Gateway API HTTPRoute/TLS provisioning; no user actor
frontend-hosting	GitOps deployment automation	OUT:runbook					high	ArgoCD sync/prune policy; no user actor
frontend-hosting	Caddyfile configuration	OUT:design-doc					high	webserver configuration file contents; implementation detail
frontend-hosting	DNS and TLS infrastructure provisioning	OUT:runbook					high	Pulumi DNS/certificate provisioning; no user actor
frontend-hosting	Caddy SHALL serve `/config.json` with no-store header	OUT:design-doc					medium	webserver header configuration for runtime-config propagation; infra implementation detail, no user actor
frontend-hosting	Frontend Deployment SHALL mount a per-environment runtime-config ConfigMap	OUT:runbook				THRESHOLD	medium	"Kubernetes ConfigMap/Reloader deployment mechanics; rollout latency described qualitatively (""typically tens of seconds"") as an operational expectation, not a testable contract"
frontend-hosting	Post-deploy smoke verification SHALL assert the SPA renders	OUT:runbook					high	CI/CD post-deploy smoke-check gating promotion; operational verification mechanic, no user actor
event-management	Generic Event Management	KEEP	components/entity/event	Event represents a single performance occurrence			high	defines Event fields, EventId canonical identity, and DB mapping; entity invariant
event-management	Event-Type Extensibility	KEEP	components/entity/concert	Concert extends Event via a 1:1 relationship			medium	Concert-as-Event extension relationship; SPLIT-CANDIDATE (Event entity)
event-management	Series as Parent Aggregation	KEEP	components/entity/series	Series aggregates events for a tour, run, or festival			high	defines Series fields, SeriesType enum, visibility/publish_state lifecycle; entity invariant
event-management	Multiple Performers per Event	KEEP	components/entity/event	Event supports multiple performing artists			medium	M:N Event<->Artist relationship via event_performers; SPLIT-CANDIDATE (Concert DTO performers field)
event-management	Concert DTO Embeds Series and Performers	KEEP	components/entity/concert	Concert embeds resolved series and performers			high	defines Concert message shape (embedded Series, performers, no duplicated title/source_url); entity invariant
event-management	Trace context propagation across message broker	OUT:design-doc					high	telemetry cross-cutting concern (trace_id/span_id propagation) per tie-break rule; no user actor
