old_spec	old_req_name	disposition	target_path	new_req_name	merge_group	rewrite_flags	confidence	rationale
entity-domain-logic	Home validation	KEEP	components/entity/user	Home validation			high	Home is field 6 on the User entity (user.proto); Validate() enforces the field's own ISO 3166 invariants
entity-domain-logic	Hype validity check	KEEP	components/entity/follow	Hype validity check			high	Hype is the Go alias for HypeType, the enum field on the Follow entity (follow.proto)
entity-domain-logic	Hype-based notification eligibility	KEEP	components/entity/follow	Hype-based notification eligibility			medium	ShouldNotify is a pure always-true predicate over the Follow entity's HypeType field; entity-vs-usecase tie-break favors entity
entity-domain-logic	Concert proximity grouping	KEEP	components/entity/proximity	Concert proximity grouping			medium	GroupByDateAndProximity buckets concerts using the Proximity enum defined in proximity.proto
entity-domain-logic	Concert proximity classification	KEEP	components/entity/proximity	Concert proximity classification			high	Concert.ProximityTo returns the Proximity enum, the dedicated entity for this classification
entity-domain-logic	ScrapedConcerts collection type	OUT:lint					high	Bare Go type alias (type ScrapedConcerts []*ScrapedConcert) with no business rule of its own; a code-structure convention, no user actor
entity-domain-logic	ScrapedConcerts.FilterNew deduplication	KEEP	components/entity/concert	Discovered-concert deduplication by date		CLASSNAME	medium	Date-only dedup of scraped concerts against existing Concert rows, feeding the discovery pipeline; ScrapedConcerts is a Go-only implementation type
entity-domain-logic	ScrapedConcert JSON serialization	KEEP	components/entity/concert	Discovered-concert JSON payload encoding		CLASSNAME	medium	JSON tags support the CONCERT.discovered event payload consumed by the approval-queue pipeline; ScrapedConcert is a Go-only implementation type
entity-domain-logic	Artist filtering by MBID	KEEP	components/entity/artist	Artist filtering by MBID			high	FilterArtistsByMBID dedups Artist entity records (artist.proto) by MusicBrainz ID
entity-domain-logic	OfficialSite constructor	KEEP	components/entity/artist	OfficialSite constructor			high	NewOfficialSite constructs the OfficialSite sub-entity defined in artist.proto
entity-domain-logic	Venue constructor from scraped data	KEEP	components/entity/venue	Venue constructor from scraped data			high	NewVenueFromScraped constructs a pending-enrichment Venue entity (venue.proto)
entity-domain-logic	Token ID generation	DROP:historic				HISTORIC	high	GenerateTokenID mints an ERC-721 NFT id for a removed blockchain-ticket design; Ticket is documented as a Web2, account-bound right and ticket.proto has no token_id field today
entity-domain-logic	ScrapedConcert to Concert conversion	KEEP	components/entity/concert	Discovered-concert to Concert conversion		CLASSNAME	high	ToConcert maps scraped fields onto the Concert entity (concert.proto); ScrapedConcert is a Go-only implementation type
entity-domain-logic	Parsed email data journey status mapping	NEEDS_HUMAN					low	Scenarios reference Purchased/Entered/Refunded phases and automatic status derivation from email, but ticket_journey.proto's TicketJourneyStatus enum only has tracking/applied/lost/unpaid/paid and its own comment states the journey is entirely user-managed with no automated transitions; unclear if legacy naming or a removed capability
entity-domain-logic	SearchLog freshness check	KEEP	components/entity/concert	SearchLog freshness check			medium	SearchLog backs the concert search/discovery pipeline (ConcertUseCase.SearchNewConcerts); no dedicated SearchLog entity exists in vocabulary so concert is the nearest fit
entity-domain-logic	SearchLog pending check	KEEP	components/entity/concert	SearchLog pending check			medium	Same SearchLog type as the freshness check, backing the concert search pipeline
entity-domain-logic	Concert notification payload construction	KEEP	components/entity/notification	Concert notification payload construction			high	NewConcertNotificationPayload builds the push payload for the Notification entity (notification.proto)
entity-domain-logic	Ethereum address validation	DROP:historic				HISTORIC	high	ValidateEthereumAddress supported the removed blockchain-ticket wallet-address capture; no ethereum/address field remains on ticket.proto, order.proto, or settlement.proto
concert-approval-queue	Approval publishes the concert	KEEP	components/usecase/concert/approve	Approval publishes the concert	CONCERT-APPROVE		high	Matches AdminConcertUseCase.Approve, which inserts the published event and publishes CONCERT.created
concert-approval-queue	Rejection drops the concert and is non-permanent	KEEP	components/usecase/concert/reject	Rejection drops the concert and is non-permanent			high	Matches AdminConcertUseCase.Reject
concert-approval-queue	Re-discovery dedup consults published and pending state	KEEP	components/usecase/concert/search-new-concerts	Re-discovery dedup consults published and pending state	REDISCOVERY-FILTER		medium	Describes the search pipeline's pre-staging filter, i.e. ConcertUseCase.SearchNewConcerts
concert-approval-queue	Rejection log is append-only and analysis-only	KEEP	components/usecase/concert/create-from-discovered	Rejection log is append-only and analysis-only	DISCOVERY-CONSUMER		medium	Clarifies that rejected_concerts_log has no effect on the CONCERT.discovered consumer's staging decision (ConcertCreationUseCase.CreateFromDiscovered)
concert-approval-queue	Admin-scoped moderation RPCs	KEEP	components/usecase/concert/list-pending	Admin-scoped moderation RPCs			medium	Bundles ListPendingConcerts/ApproveConcert/RejectConcert authorization; dominant scenario is ListPendingConcerts (AdminConcertUseCase.ListPending); SPLIT-CANDIDATE across approve/reject
concert-approval-queue	Admin console approval-queue UI	NEEDS_HUMAN					low	The bundle-isolated admin/ app has no matching entry in vocabulary's ui/route or ui/global lists (those cover only frontend/src/routes and frontend/src/components)
concert-approval-queue	Approval reconciles a duplicate existing event	KEEP	components/usecase/concert/approve	Approval reconciles a duplicate existing event	CONCERT-APPROVE		high	Extends AdminConcertUseCase.Approve's duplicate-conflict outcome
concert-approval-queue	Discovery auto-publishes new concerts and stages only conflicts	KEEP	components/usecase/concert/create-from-discovered	Discovery auto-publishes new concerts and stages only conflicts	DISCOVERY-CONSUMER		high	Matches ConcertCreationUseCase.CreateFromDiscovered, the CONCERT.discovered consumer
concert-approval-queue	Deleting a published concert suppresses re-discovery	KEEP	components/usecase/concert/delete	Deleting a published concert suppresses re-discovery			high	Matches AdminConcertUseCase.Delete recording the suppression entry
concert-approval-queue	Re-discovery skips suppressed concerts	KEEP	components/usecase/concert/search-new-concerts	Re-discovery skips suppressed concerts	REDISCOVERY-FILTER		medium	Extends the same ConcertUseCase.SearchNewConcerts filter as the published/pending dedup requirement
concert-detail	Concert Detail View	KEEP	components/infrastructure/ui/route/dashboard	Concert Detail View			medium	Sheet opens from the dashboard concert card and owns the /concerts/:id URL under the dashboard route
concert-detail	Localized Concert Detail Sheet Copy	KEEP	components/infrastructure/ui/route/dashboard	Localized Concert Detail Sheet Copy			medium	i18n copy for the same dashboard-owned event-detail-sheet template
concert-detail	Compact journey-status control layout	KEEP	components/infrastructure/ui/route/dashboard	Compact journey-status control layout			medium	Layout change to the journey-status control inside the same dashboard-owned detail sheet
