old_spec	old_req_name	disposition	target_path	new_req_name	merge_group	rewrite_flags	confidence	rationale
gemini-grounded-extract-and-coerce	ConcertSearcher executes a two-step Gemini call sequence per Search invocation	OUT:design-doc				CLASSNAME	high	ConcertSearcher.Search internal call orchestration; no fan/organizer-observable behavior beyond the resulting concert list
gemini-grounded-extract-and-coerce	Step 1 runs a single grounded slice per the default slice configuration	OUT:design-doc				CLASSNAME	high	internal slice-fanout configuration (defaultStep1Slices, runStep1Slice), no user actor
gemini-grounded-extract-and-coerce	Step 1 tools MUST be {GoogleSearch, URLContext} together; no schema	OUT:design-doc				CLASSNAME	high	Gemini tool-config invariant enforced by assertStepInvariants guard, no user actor
gemini-grounded-extract-and-coerce	Step 1 emits a per-field XML envelope with `<tour>` and `<standalone>` blocks	OUT:design-doc					high	internal XML wire format between Gemini call and Go parser, no user actor
gemini-grounded-extract-and-coerce	Step 1 fills in missing years from page context for partial dates	OUT:design-doc					medium	LLM prompt-engineering rule for date inference; no user actor, affects internal extraction only
gemini-grounded-extract-and-coerce	Step 1 uses a single consolidated English extraction instruction	OUT:design-doc				CLASSNAME	high	prompt content decision (systemInstructionStep1)
gemini-grounded-extract-and-coerce	Step 1 prompt template uses three positional placeholders	OUT:design-doc				CLASSNAME	high	prompt template implementation detail (promptTemplateStep1)
gemini-grounded-extract-and-coerce	Go-side verbatim parse extracts title, source_url, venue, country, and raw date/time strings	OUT:design-doc				CLASSNAME	high	internal parser contract (parseStep1Envelope, EventDraft), no user actor
gemini-grounded-extract-and-coerce	Step 1 slice envelopes are merged by concatenation, not URL grouping	OUT:design-doc				CLASSNAME	high	internal merge algorithm (mergeAndDedupEnvelopes)
gemini-grounded-extract-and-coerce	Step 2 receives only the JSON-coercion-relevant fields	OUT:design-doc				CLASSNAME	high	internal Step2 payload/schema shape (step2InputEvent)
gemini-grounded-extract-and-coerce	Step 2 tools MUST be empty; responseJSONSchema MUST be set	OUT:design-doc				CLASSNAME	high	Gemini call config invariant enforced by assertStepInvariants
gemini-grounded-extract-and-coerce	Step 2's coerced output is joined back to EventDraft by index	OUT:design-doc				CLASSNAME	high	internal join/merge logic (parseStep2Response, toScrapedConcert)
